"modelDID","validatorDID","providerDID","evaluationRunId","correctResponse","promptCID","responseCID","promptData","responseData","promptedAt","repliedAt","evaluationDID","score"
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreidy5egg3yrg7z5jgvjgwizyza7xvypf6lqlvymuur2o7few7fhm5y","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218161668,1744218163874,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiaf56lxmzhu4etwtgokdlzdapitbvl55urzfwppjxov3hibbxzf7a","bafkreidnuq5zitsjj2ef42npaipzhrwzgmohrkrcqcchcfbjcyffxpivwu",,,1744218165595,1744218167533,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreic5g7wlapq7vzl56yvbnii76bldo7f7p5233ea5vvppckhqqdrljy","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218168939,1744218170299,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibn6mips45r3m3oqmcp62vujffxwipchnvleucub4ppcxrk3v2eua","bafkreidnuq5zitsjj2ef42npaipzhrwzgmohrkrcqcchcfbjcyffxpivwu",,,1744218171358,1744218172654,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreialyh5ceh2ndkvsqmueqzsinfq6xuzje33vydwnzpcmc6mu7blewe","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218173970,1744218175466,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreie3nd3e3mokzx5jtomhq2vptaffz2tuytolegdzk47njv6jo4viha","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218178016,1744218180237,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreidfkho4qcsh2hewnluplp3ojktkrhgfqywnwzwtjctsr4vmuixftq","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218182970,1744218184019,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibi6qqfgeo7yy3jpmozxy5iadpxtb2iqgifqp24hzyn5awckw5yga","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218186869,1744218188347,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreihxbu54fvgymqftrosmcrji6k65t7gshbnemtpc7d5jsshmc2j4yy","bafkreifj6ukwnplhax36u2wvjo455ncj66kvqllffgqoeiqhxcmbem7mla",,,1744218190261,1744218192019,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreifjrl7u5fcnzqju2pcpdjnm2uohcevaqjlzaumtwywdbwkf6ozrea","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218194964,1744218197192,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreicetlnuqydt4ngavdj7ri4urqhjajtxd7asylrirevo3ppanzw5wm","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218198758,1744218200034,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiglgin6htbdnrhvytoxtyrt4vdtxxi6fylgeds64ckybea43neiu4","bafkreibthyfb4j4blugo5zk4i476hxet2vwghy564kz3jlxi53lnoamrum",,,1744218201149,1744218202556,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiff5afl7f4in2fp4joyvxfqtnsftpyv4eqggynqlj46nwmxduiq3a","bafkreib7hhk4gshfw6oqn2ccyekontcxcwb3x5cojmhl7wq2ahwak5c5im",,,1744218204717,1744218206304,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiewlt6aq2qfyzcpeeafx46ca4yrqnz6zqpublcobuysc2ny55tgui","bafkreicexv5omd2hr6xbaypbdj3tt5fzjuo27elzqljtw36iuangh6e4ee",,,1744218208800,1744218211220,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreig57klvlseos3zlfnwpa2or6xwx5j246wdvg2lcbzlxuizdv7444q","bafkreihwpkyqvvheyuysdnvf7zg2tqin33uqloly2n4i2jzd2672zprive",,,1744218213062,1744218214683,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreib6jk6ebtyry5d2zkfrfi2zrhl5sivaior2oozfvkv3hys63pcnsy","bafkreihwpkyqvvheyuysdnvf7zg2tqin33uqloly2n4i2jzd2672zprive",,,1744218216530,1744218217811,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreia6w23yupyypwlzotax6mu3qht3b4ciyt3zjkxi2imnydcpnckwbm","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218220484,1744218221868,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreifrosq4gzjz6y2eej3xue7x6scdwv7qfhk7ce7r3i3327ssopfrqe","bafkreib7hhk4gshfw6oqn2ccyekontcxcwb3x5cojmhl7wq2ahwak5c5im",,,1744218223071,1744218225531,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreigfbmmyhsl544ih6vkq5yomsvk5sp2yvhbvbhtptaqtoa55nhzglm","bafkreib7hhk4gshfw6oqn2ccyekontcxcwb3x5cojmhl7wq2ahwak5c5im",,,1744218227835,1744218229490,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiadyij7jke52jmk5sv5np3au5pg62qbndlgx2chqkqi7muutvvc6m","bafkreifj6ukwnplhax36u2wvjo455ncj66kvqllffgqoeiqhxcmbem7mla",,,1744218231597,1744218232764,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreianrvmyd2znl7p5acdyh5lqvx7m5nca7qj7w3teg6hkarj2a4nq3e","bafkreib7hhk4gshfw6oqn2ccyekontcxcwb3x5cojmhl7wq2ahwak5c5im",,,1744218234117,1744218236070,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiaownkge4frjg3cmfockdpsojpz3bvz3hp6v43rgm7czput4efzk4","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218238699,1744218239810,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreifvel27yjc4xzgj4axkv5siw5mukond47cjuciaoh6gtfghn73kni","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218241157,1744218243179,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiaayl3qxfphdtbmrfv5ctgfmbvbbry75czituasflvgo5psh75ovu","bafkreib7hhk4gshfw6oqn2ccyekontcxcwb3x5cojmhl7wq2ahwak5c5im",,,1744218244440,1744218246688,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreig4xj6doqx4ir2ltbdsr7qmiblcgjyvaoewkdm3rdav7p6ni3jt6e","bafkreifihximzp76hhihdtbrpxpw5f7vy2y4q6xzdemsoh47ufalauemnq",,,1744218247987,1744218248966,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreicojhxtd5vtlr2gt2ixhs2hickkmtol6o26vm6bi2f52izscdjali","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218251525,1744218253242,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreifcubpaifpi5m7w4smpjkax7hypcbahqrexbtp4qlgl4bhkgojbsq","bafkreifj6ukwnplhax36u2wvjo455ncj66kvqllffgqoeiqhxcmbem7mla",,,1744218254648,1744218255819,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreihg7rhiualidd6kqeu2mogp2ijkeblxb4cr5ssi6bbrya5mqvwf7u","bafkreibthyfb4j4blugo5zk4i476hxet2vwghy564kz3jlxi53lnoamrum",,,1744218258540,1744218259696,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibkcyfmkberaxbdtwgwzykcxymeeroqf2cuegxqlxwn4olsbas4rq","bafkreihwpkyqvvheyuysdnvf7zg2tqin33uqloly2n4i2jzd2672zprive",,,1744218261506,1744218262356,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiecznf4u2tbfypuydamchmeedec3dqtyhj7n2y4fxhknuvclrkdwq","bafkreifihximzp76hhihdtbrpxpw5f7vy2y4q6xzdemsoh47ufalauemnq",,,1744218264989,1744218265949,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreifjou4ix6vt6vndsy54a5ttsy5p224gwsgqniyajfvtp4bz67tsou","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218267762,1744218269014,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreifeqc2wodj5hj44d6g3zpgzwl2j5ugitzchoibn43btpngc6o52pu","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218270179,1744218271891,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiabyy3szmaus4p6oookunmfnhlcewpfvbhgczlnqhgaxjkrkquxxe","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218273872,1744218275566,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibuduvfi66sgo75ntc6l256b4je65pammsb4rfxlkdb3fu673dlny","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218278044,1744218279068,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreihgqnzl3gfzar6wuke6vy274gppklc4ugsuf55bckt6aj3jedst3y","bafkreib7hhk4gshfw6oqn2ccyekontcxcwb3x5cojmhl7wq2ahwak5c5im",,,1744218280352,1744218281756,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreieaxd25rd5wolelmyoc34b5q4624j22dcocaz3bxgbc6zh7ctfy4e","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218284616,1744218286893,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiafw55cboag4xf7qfnep62ufetz4kqybkvumyrnpeezzfrh4bqomu","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218288467,1744218290477,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiblabbdaoyjsojq6mkgynwze45lhub2lusjbm7pckptmfg3smoiqa","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218292969,1744218294204,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreigfiitctmn2kmqq5mur5ntn2ql5xxhvoy77j7fpnw4an7nkx2oac4","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218295589,1744218296590,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreigntlzpfco4gsveai7ezqxdpyqay3e23vholl2bojilolaoa5akta","bafkreib7hhk4gshfw6oqn2ccyekontcxcwb3x5cojmhl7wq2ahwak5c5im",,,1744218299035,1744218300352,"did:eval:multiple-choice",1
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreid6d3ghhn54dh2uvhjs6al7pzjnp2pi2jkdxnqhs2hatke2qnboaa","bafkreibkhmllihpqtvozyh7hb3m2rc2phjgnekhbdpzbdgzpduhdd4qy2y",,,1744217945031,1744217949010,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreicxeojl4jajj2mj5wku6asyfxizt36klyz4moqscqdjqas4icg57u","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744217950620,1744217951056,"did:eval:multiple-choice",1
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreig5ba2dqihkraxvdruo7wuc2qfswunbszeikrbxrsuwaqqyawlvgq","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744217953633,1744217954930,"did:eval:multiple-choice",1
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibh73lhrjw4o2ekdvn5f2c7spyt4noe6xm6cpzeropc5gu5zaohv4","bafkreicexv5omd2hr6xbaypbdj3tt5fzjuo27elzqljtw36iuangh6e4ee",,,1744217955996,1744217957071,"did:eval:multiple-choice",1
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibjdpnv7hpnnljry4v6e4oity2jibz6t6jj5526ihy5df6m4vebtq","bafkreifj6ukwnplhax36u2wvjo455ncj66kvqllffgqoeiqhxcmbem7mla",,,1744217958266,1744217958709,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiftutaoleamrbghu2p4c74ebbdqm5lnzursmvdao4bfonkdxesini","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744217959827,1744217960271,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreif54afilgp77bf6j72g3rs6kfnt3v6ydkesu4cof6mrumheyezumi","bafkreifv7ecmv545fe3fp5nxlqrohgbx4rybmke6qpsbwtcpqxdh3qzoq4",,,1744217961907,1744217984029,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreib7mvnfibce4jmtry7fysmna6zfqsf75fkdygoz2ydovp5sboeiam","bafkreigwihulchn3w6k7mmsisd5bvvaq4pe3kdsakue2h2daah4iydxtky",,,1744217986551,1744217995630,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreihb7hzjsddjwqfedxpbvjinwz3e6pllsk5mnh7xdz35noidj3kp5q","bafkreihpssjiurl2bvnlj673sqg7baiklvx6dfrp2pva4fcj4jae3ljevq",,,1744217997619,1744218011783,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreid5kzvjmnqspow2rnk4b4pbfsze7ny2nfeskl7awplbel4mi7whfu","bafkreigkuytwk2eyty33ynhmerpimrueoui2bibfhzcgulvh77jyob7uge",,,1744218012866,1744218020241,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiadiudaij77vvek74li3nxues6gbtepxtkeysxsuqvptmwe36aepq","bafkreidcocmz4dk5znqvtjc55p6crfkgedyh36dacq4bfd5i774bv3fpay",,,1744218021400,1744218026660,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibv5rula4cicotohwxct5epgpcks5nldmy7fjxq6yogmenluenzgu","bafkreia6prh4gzn45kchs2h6zk7hfpbvf7ersqqjn65mggccxpvpikz4nq",,,1744218028546,1744218042909,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiae5ntqs6npj2kvuftqwg7sxhu5di4jucszobio5i4mv2yknoy5ka","bafkreihdi2vnpok7hlefgt4bduswfjcec6hibe46saa3h5my7woxlyahnm",,,1744218044137,1744218054789,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreia3uaisjhldv6urvugzt2ccmzydlctkcil5oup2ywhm6zbcrrtkz4","bafkreiazghtks7afclfmbt5aazudwmyxmc3yfpwfqvx2hoydz5evbnnjiy",,,1744218056284,1744218082951,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreid2uxg7grtrg7pzfppwe76npopa2g2d7xb2mlfker2hcrgyscgjby","bafkreifihximzp76hhihdtbrpxpw5f7vy2y4q6xzdemsoh47ufalauemnq",,,1744218085320,1744218085753,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiczly3zdon7xtedgclime3mb64t3iayv5jg2qxob7qywgupgltzhi","bafkreih5ukncmokehsafpbzmblquqgx27qcg2g5ntpzlogc3trj52qtb74",,,1744218087594,1744218091551,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiht4g4nvtrrid3o3tafsgbjmsd7v7gxyh6vodfiank5hg7s325454","bafkreifcpzrt6bliiyeaeu2jfcnjotexecxrxizn2irqet7pvdxaitb7ne",,,1744218093894,1744218098728,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreih3f7iyemfgrr25rwng3ugdqirvmkn37fmsyygaxedodoiyd4pzt4","bafkreiamprlmmhpp75jnui6ljmr3gdrt57ue5w6dctymcmnngus3embuyq",,,1744218100252,1744218110486,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreic4nua3w4nlf3bgxmom7mhojs7zmmkrkxzidtwb7kxyhvvh4jrk5m","bafkreih5gguwnql3qzlysw7qpyvmsi7mx6vbgtskx3nnc26qszuh25xfda",,,1744218113149,1744218118466,"did:eval:multiple-choice",0
"did:pb:meta-llama/llama-4-scout","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiakytpjjonzbbpgytwbkiii7alyjjpsjwtbhhmiuszb636urr5eyy","bafkreidno2m5rsjnbv4leewtfl5meyc53brzmvth6dug6xfub3numwd5rq",,,1744218119564,1744218133384,"did:eval:multiple-choice",0
